NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
108544,경기도 수원시 영통구 매탄동,176,0176,0000,현대힐스테이트,59.648,202406,14,"49,000",133,12,개인,개인,2006,권광로260번길 36,-,중개거래,경기 수원시영통구,2024.7.15
108545,경기도 수원시 영통구 매탄동,810-3,0810,0003,삼성1,44.45,202406,14,"27,000",1,7,개인,개인,1988,인계로 219,-,중개거래,경기 수원시 영통구,2024.8.29
108546,경기도 수원시 권선구 세류동,840,0840,0000,삼익,59.64,202406,14,"32,700",104,7,개인,개인,1999,세지로 99,-,중개거래,경기 수원시 권선구,2024.10.8
108547,경기도 수원시 권선구 세류동,840,0840,0000,삼익,59.64,202406,14,"32,700",-,7,개인,개인,1999,세지로 99,20240624,중개거래,경기 수원시권선구,-
108548,경기도 수원시 영통구 원천동,548,0548,0000,원천레이크파크,59.8,202406,14,"41,500",214,7,개인,개인,1999,중부대로448번길 28,-,중개거래,경기 수원시영통구,2024.8.6
108549,경기도 수원시 장안구 정자동,886-1,0886,0001,화서역현대벽산,59.95,202406,14,"35,000",334,5,개인,개인,1999,정자천로188번길 64,-,직거래,-,2024.7.25
108550,경기도 수원시 장안구 조원동,925,0925,0000,더샵광교산퍼스트파크,84.98,202406,14,"69,000",104,2,개인,개인,2022,송정로 190,-,중개거래,경기 수원시 장안구,2024.9.27
108551,경기도 수원시 팔달구 우만동,300,0300,0000,우만주공4단지,41.3,202406,14,"28,000",407,13,개인,개인,1992,창룡대로 194,-,중개거래,경기 수원시 팔달구,2024.8.28
108552,경기도 수원시 권선구 권선동,1362,1362,0000,수원아이파크시티9단지,45.05,202406,14,"38,000",901,14,개인,개인,2017,동수원로177번길 90,-,중개거래,경기 수원시권선구,2024.7.30
108553,경기도 수원시 권선구 권선동,1330,1330,0000,권선자이e편한세상,84.9438,202406,14,"61,000",121,12,개인,개인,2011,권광로 55,-,중개거래,경기 수원시 권선구,2024.9.12
108554,경기도 수원시 권선구 권선동,1330,1330,0000,권선자이e편한세상,123.4823,202406,14,"69,000",119,13,개인,개인,2011,권광로 55,-,중개거래,경기 수원시 권선구,2024.9.13
108555,경기도 수원시 권선구 권선동,1360,1360,0000,수원아이파크시티1단지,84.764,202406,14,"63,500",107,12,개인,개인,2011,동수원로145번길 74,-,중개거래,경기 수원시 권선구,2024.8.23
108556,경기도 수원시 권선구 권선동,1186,1186,0000,삼천리1차,84.71,202406,14,"36,000",104,2,개인,개인,1994,권광로27번길 62,-,중개거래,경기 수원시 권선구,2024.9.9
108557,경기도 수원시 영통구 원천동,606,0606,0000,광교호반베르디움,59.9306,202406,14,"77,500",1010,16,개인,개인,2014,광교호수공원로 45,-,중개거래,경기 수원시 영통구,2024.12.6
108558,경기도 수원시 영통구 원천동,606,0606,0000,광교호반베르디움,59.9718,202406,14,"81,000",1007,8,개인,개인,2014,광교호수공원로 45,-,중개거래,경기 수원시영통구,2024.7.22
108559,경기도 수원시 권선구 호매실동,1414,1414,0000,호매실엔루체(N'LUCE),84.91,202406,14,"54,650",2004,22,개인,개인,2016,호매실로166번길 70,-,중개거래,경기 수원시 권선구,2024.8.13
108560,경기도 수원시 권선구 호매실동,1408,1408,0000,호매실스타힐스,59.98,202406,14,"39,500",2106,7,개인,개인,2018,호매실로 103,-,중개거래,경기 수원시 권선구,2024.8.13
108561,경기도 수원시 팔달구 화서동,684-2,0684,0002,꽃뫼마을신동아,59.76,202406,14,"43,500",113,15,개인,개인,1999,화산로 24,-,중개거래,경기 수원시 팔달구,2024.9.30
108562,경기도 수원시 팔달구 화서동,713,0713,0000,꽃뫼버들마을엘지,84.938,202406,14,"55,000",168,7,개인,개인,2001,정자천로32번길 20,-,중개거래,"경기 수원시 권선구, 경기 수원시 팔달구",2024.9.20
108563,경기도 수원시 팔달구 화서동,650,0650,0000,화서주공4단지,59.98,202406,14,"56,900",403,16,개인,개인,1997,덕영대로697번길 48,-,중개거래,경기 수원시 팔달구,2024.9.23
108564,경기도 수원시 권선구 호매실동,377,0377,0000,호매실GS아파트,84.922,202406,14,"39,000",104,20,개인,개인,1998,매실로 70,-,중개거래,경기 수원시 권선구,2024.8.7
108565,경기도 수원시 장안구 정자동,880-3,0880,0003,백설마을삼환나우빌,59.83,202406,14,"38,300",513,4,개인,개인,1999,천천로22번길 34,-,중개거래,경기 수원시 장안구,2024.9.23
108566,경기도 수원시 장안구 정자동,395,0395,0000,동신1단지,66.88,202406,14,"30,800",110,8,개인,개인,1987,장안로 232,-,중개거래,경기 수원시장안구,2024.6.25
108567,경기도 수원시 장안구 조원동,881,0881,0000,한일타운쌍용,59.962,202406,14,"40,000",113,8,개인,개인,1999,경수대로976번길 22,-,중개거래,경기 수원시장안구,2024.8.1
108568,경기도 용인시 기흥구 중동,1096,1096,0000,신동백롯데캐슬에코1단지,84.85,202406,14,"58,500",102,4,개인,개인,2013,동백죽전대로527번길 80,-,중개거래,경기 용인시 기흥구,2024.9.30
108569,경기도 용인시 수지구 상현동,850,0850,0000,만현마을쌍용1차,84.8,202406,14,"54,000",711,10,개인,개인,2001,만현로 107,-,중개거래,경기 용인시 수지구,2024.8.30
108570,경기도 용인시 수지구 상현동,852,0852,0000,수지쌍용파크뷰,144.76,202406,14,"72,700",604,9,개인,개인,2001,만현로 99,-,중개거래,경기 용인시 수지구,2024.8.23
108571,경기도 용인시 수지구 동천동,400-1,0400,0001,동문그린,84.69,202406,14,"61,500",101,19,개인,개인,1998,고기로45번길 58,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",2024.8.29
108572,경기도 용인시 수지구 동천동,869,0869,0000,우미이노스빌,59.5492,202406,14,"64,000",302,11,개인,개인,2004,손곡로 67,-,중개거래,경기 용인시 수지구,2024.9.26
108573,경기도 용인시 수지구 동천동,932,0932,0000,래미안이스트팰리스3단지,149.67,202406,14,"110,000",1302,7,개인,개인,2010,동천로135번길 21,-,중개거래,경기 용인시 수지구,2024.8.26
108574,경기도 용인시 수지구 동천동,BL-,0000,0000,동천센트럴자이,84.936,202406,14,"101,000",201,20,개인,개인,2019,고기로45번길 40-18,-,중개거래,경기 용인시 수지구,2024.10.24
108575,경기도 용인시 수지구 동천동,868,0868,0000,동천역센트럴아이파크,113.488,202406,14,"95,000",202,13,개인,개인,2004,손곡로 54,-,중개거래,경기 용인시 수지구,2024.10.30
108576,경기도 파주시 금촌동,234-22,0234,0022,두보3(234-22),59.98,202406,14,"17,000",105,6,개인,개인,1997,황골로 40,-,중개거래,경기 파주시,2024.8.12
108577,경기도 파주시 금촌동,1019,1019,0000,금촌주공7단지(1019-0),84.03,202406,14,"34,000",707,9,개인,개인,2005,쇠재로 30,-,중개거래,경기 파주시,2024.7.26
108578,경기도 파주시 금촌동,992,0992,0000,후곡마을4단지뜨란채주공,75.79,202406,14,"28,300",407,16,개인,개인,2004,후곡로 50,-,중개거래,경기 파주시,2024.7.22
108579,경기도 파주시 금촌동,1003,1003,0000,쇠재마을5단지뜨란채주공,59.72,202406,14,"22,000",515,14,개인,개인,2004,쇠재로 133,-,중개거래,경기 파주시,2024.11.29
108580,경기도 용인시 기흥구 서천동,705,0705,0000,현대홈타운,115.976,202406,14,"54,000",101,10,개인,개인,2002,예현로35번길 21,-,중개거래,경기 용인시 기흥구,2024.8.12
108581,경기도 용인시 수지구 죽전동,501,0501,0000,동성1차,60,202406,14,"55,200",108,9,개인,개인,1997,용구대로 2742,-,중개거래,경기 용인시 수지구,2024.10.8
108582,경기도 용인시 수지구 죽전동,454,0454,0000,더리버하임,59.94,202406,14,"56,900",102,17,개인,개인,1999,대지로 19,-,중개거래,경기 용인시 수지구,2024.8.30
108583,경기도 용인시 수지구 죽전동,952,0952,0000,벽산블루밍4단지,84.8,202406,14,"74,000",403,6,개인,개인,1999,용구대로2801번길 41,-,중개거래,경기 용인시 수지구,2024.9.27
108584,경기도 용인시 기흥구 영덕동,13,0013,0000,두진,84.99,202406,14,"33,000",101,6,개인,개인,1996,덕영대로2077번길 8,-,중개거래,경기 용인시 기흥구,2024.9.25
108585,경기도 용인시 기흥구 영덕동,1267,1267,0000,용인기흥효성해링턴플레이스,73.58,202406,14,"53,500",103동,7,개인,개인,2019,덕영대로2077번길 33,-,중개거래,경기 용인시 기흥구,2024.9.20
108586,경기도 용인시 기흥구 영덕동,1069,1069,0000,신동아파밀리에,115.14,202406,14,"64,700",1211,13,개인,개인,2009,흥덕3로 20,-,중개거래,경기 용인시기흥구,2024.7.30
108587,경기도 용인시 기흥구 상하동,296,0296,0000,대우,84.994,202406,14,"30,500",103,17,개인,개인,1997,중부대로 735,-,중개거래,"경기 용인시기흥구, 경기 용인시수지구",2024.6.14
108588,경기도 용인시 수지구 신봉동,911,0911,0000,신봉마을자이2차,134.96,202406,14,"80,000",205,1,개인,개인,2005,신봉2로 72,-,중개거래,경기 용인시 수지구,2024.9.13
108589,경기도 용인시 수지구 신봉동,911,0911,0000,신봉마을자이2차,82.409,202406,14,"65,700",212,10,개인,개인,2005,신봉2로 72,-,중개거래,경기 용인시 수지구,2024.10.18
108590,경기도 용인시 수지구 신봉동,1034,1034,0000,수지스카이뷰푸르지오,74.8841,202406,14,"73,000",102동,25,개인,개인,2022,신봉3로7번길 31,-,중개거래,경기 용인시 수지구,2024.10.29
108591,경기도 용인시 수지구 신봉동,971-3,0971,0003,에버하임,44.64,202406,14,"33,000",에버하임,13,개인,개인,2017,신봉3로7번길 9,-,중개거래,경기 용인시 수지구,2024.9.30
108592,경기도 용인시 기흥구 언남동,123,0123,0000,효성빌라(104동),162.88,202406,14,"53,000",104,2,개인,개인,2005,언남로29번길 54,-,중개거래,경기 용인시 기흥구,2024.8.27
108593,경기도 용인시 기흥구 언남동,522,0522,0000,힐스테이트구성,84.9613,202406,14,"80,000",104동,8,개인,개인,2023,용인향교로 29,-,중개거래,경기 용인시 기흥구,2024.8.30
108594,경기도 용인시 기흥구 언남동,522,0522,0000,힐스테이트구성,59.9546,202406,14,"65,000",102동,11,개인,개인,2023,용인향교로 29,-,중개거래,경기 용인시 기흥구,2024.9.25
108595,경기도 용인시 기흥구 마북동,620,0620,0000,용화마을태영데시앙2,84.817,202406,14,"58,000",203,12,개인,개인,2003,구성로 44-5,-,중개거래,경기 용인시기흥구,2024.7.26
108596,경기도 용인시 수지구 성복동,723,0723,0000,벽산첼시빌2차,134.242,202406,14,"70,500",509,7,개인,개인,2002,성복1로 107,-,중개거래,경기 용인시수지구,2024.8.6
108597,경기도 용인시 수지구 성복동,771,0771,0000,버들치마을성복힐스테이트1차,134.859,202406,14,"93,500",110,9,개인,개인,2011,성복1로 91,-,중개거래,경기 용인시 수지구,2024.9.12
108598,경기도 용인시 기흥구 중동,878,0878,0000,백현마을롯데캐슬,84.899,202406,14,"49,000",2002,14,개인,개인,2007,동백5로 79,-,중개거래,경기 용인시 기흥구,2024.9.30
108599,경기도 용인시 수지구 풍덕천동,1112,1112,0000,현대성우8차,59.99,202406,14,"67,000",809,10,개인,개인,1999,풍덕천로 52,-,중개거래,경기 용인시 수지구,2024.9.30
108600,경기도 용인시 수지구 풍덕천동,1060,1060,0000,신정7단지(상록)공무원,84.98,202406,14,"92,000",701,12,개인,개인,2000,풍덕천로 75,-,중개거래,경기 용인시수지구,2024.7.19
108601,경기도 용인시 수지구 풍덕천동,1060,1060,0000,신정7단지(상록)공무원,59.405,202406,14,"72,300",706,13,개인,개인,2000,풍덕천로 75,-,중개거래,경기 용인시 수지구,2024.9.30
108602,경기도 용인시 수지구 풍덕천동,1060,1060,0000,신정7단지(상록)공무원,84.98,202406,14,"83,500",701,2,개인,개인,2000,풍덕천로 75,-,중개거래,경기 용인시 수지구,2024.9.30
108603,경기도 고양시 덕양구 삼송동,311,0311,0000,삼송2차아이파크,74.988,202406,14,"78,500",2006동,14,개인,개인,2015,세솔로 73,-,중개거래,경기 고양시 덕양구,2024.7.2
108604,경기도 고양시 일산서구 일산동,1040,1040,0000,후곡마을(대우),59.374,202406,14,"28,000",107,4,개인,개인,1995,킨텍스로 456,-,중개거래,"경기 고양시 일산동구, 경기 고양시 일산서구",2024.8.22
108605,경기도 고양시 덕양구 행신동,793,0793,0000,소만마을9단지,43.76,202406,14,"27,500",902,6,개인,개인,1995,소만로 48,-,중개거래,경기 고양시 덕양구,2024.9.10
108606,경기도 고양시 일산서구 주엽동,60,0060,0000,강선마을9단지화성,57.27,202406,14,"33,000",908,12,개인,개인,1993,강성로 62,-,중개거래,경기 고양시 일산서구,2024.9.23
108607,경기도 고양시 덕양구 화정동,988,0988,0000,옥빛마을12단지,59.195,202406,14,"49,000",1201,13,개인,개인,1995,백양로 84,-,중개거래,경기 고양시 덕양구,2024.9.24
108608,경기도 고양시 일산동구 마두동,757,0757,0000,강촌마을(동아),84.87,202406,14,"59,500",101,2,개인,개인,1992,강송로 196,-,중개거래,경기 고양시 일산동구,2024.8.9
108609,경기도 고양시 덕양구 화정동,851,0851,0000,달빛(라이프)2,49.95,202406,14,"25,700",216,2,개인,개인,1996,화중로 222,-,중개거래,경기 고양시 덕양구,2024.9.9
108610,경기도 고양시 일산동구 백석동,1186,1186,0000,백송마을(대림),58.74,202406,14,"36,000",-,14,개인,개인,1993,백석로 119,20240802,중개거래,경기 고양시일산동구,-
108611,경기도 고양시 일산서구 탄현동,1640,1640,0000,일산두산위브더제니스,95.5001,202406,14,"63,800",108동,24,개인,개인,2013,일현로 97-11,-,중개거래,경기 고양시일산서구,2024.7.29
108612,경기도 고양시 일산서구 탄현동,1640,1640,0000,일산두산위브더제니스,95.5001,202406,14,"63,500",108동,8,개인,개인,2013,일현로 97-11,-,중개거래,"경기 고양시덕양구, 경기 고양시일산서구",2024.8.5
108613,경기도 고양시 일산서구 일산동,Jan.45,1945,0001,푸르지오,59.95,202406,14,"34,800",113,10,개인,개인,2013,일청로 75,-,중개거래,경기 고양시 일산서구,2024.8.20
108614,경기도 고양시 덕양구 고양동,735,0735,0000,푸른마을1단지,59.176,202406,14,"30,500",104,24,개인,개인,2008,푸른마을로 14,-,중개거래,경기 고양시 덕양구,2024.8.26
108615,경기도 고양시 덕양구 고양동,735,0735,0000,푸른마을1단지,59.176,202406,14,"30,500",-,24,개인,개인,2008,푸른마을로 14,20240617,중개거래,경기 고양시 덕양구,-
108616,경기도 고양시 일산서구 일산동,651-1,0651,0001,일산2차현대홈타운,55.74,202406,14,"40,000",-,16,개인,개인,2002,고양대로 706-12,20240625,중개거래,경기 고양시 일산서구,-
108617,경기도 고양시 일산동구 식사동,가-,0000,0000,일산자이센트리지,59.4905,202406,14,"53,100",104동,18,개인,개인,2020,위시티3로 110,-,중개거래,경기 고양시 일산동구,2024.6.18
108618,경기도 고양시 일산동구 식사동,1510,1510,0000,위시티블루밍3단지,101.94,202406,14,"59,500",302,24,개인,개인,2010,위시티4로 79,-,중개거래,경기 고양시 일산동구,2024.9.6
108619,경기도 고양시 일산서구 일산동,1978,1978,0000,미주7,84.42,202406,14,"19,000",다,6,개인,개인,1990,산현로92번길 43,-,중개거래,경기 고양시일산서구,2024.7.25
108620,경기도 고양시 덕양구 화정동,961,0961,0000,은빛마을11단지,60,202406,14,"39,000",1109,4,개인,개인,1996,백양로 126,-,중개거래,경기 고양시 덕양구,2024.9.9
108621,경기도 고양시 일산서구 일산동,583-66,0583,0066,일산에이스(9차),59.4,202406,14,"18,000",101,13,개인,개인,1994,고봉로329번길 6,-,중개거래,"경기 고양시 덕양구, 경기 고양시 일산서구",2024.9.11
108622,경기도 고양시 일산서구 일산동,1055,1055,0000,후곡마을(동성),69.39,202406,14,"40,000",706,8,개인,개인,1995,킨텍스로 410,-,중개거래,경기 고양시일산서구,2024.7.3
108623,경기도 고양시 일산서구 탄현동,1481,1481,0000,탄현마을(건영4),68.61,202406,14,"21,500",403,2,개인,개인,1994,홀트로 57,-,중개거래,경기 고양시일산서구,2024.7.19
108624,경기도 고양시 일산서구 탄현동,1640,1640,0000,일산두산위브더제니스,120.7818,202406,14,"66,000",104동,35,개인,개인,2013,일현로 97-11,-,중개거래,경기 고양시일산서구,2024.7.5
108625,경기도 고양시 일산동구 풍동,551-34,0551,0034,성원2차,59.76,202406,14,"30,000",201,12,개인,개인,1998,고풍로 44-46,-,중개거래,경기 고양시일산동구,2024.8.5
108626,경기도 고양시 일산서구 일산동,651-1,0651,0001,일산2차현대홈타운,55.74,202406,14,"39,900",201,16,개인,개인,2002,고양대로 706-12,-,중개거래,경기 고양시 일산서구,2024.9.6
108627,경기도 고양시 일산동구 장항동,877,0877,0000,호수마을(유원),132.33,202406,14,"73,000",314,3,개인,개인,1994,노루목로 80,-,중개거래,경기 고양시 일산동구,2024.9.24
108628,경기도 고양시 일산서구 주엽동,84,0084,0000,강선마을15단지보성,59.88,202406,14,"43,300",1507,4,개인,개인,1993,강선로 30,-,중개거래,경기 고양시 일산서구,2024.10.14
108629,경기도 고양시 덕양구 신원동,661,0661,0000,삼송10단지동일스위트2차,76.1337,202406,14,"59,000",1006동,20,개인,개인,2018,신원1로 70,-,중개거래,경기 고양시 덕양구,2024.9.27
108630,경기도 고양시 덕양구 신원동,654,0654,0000,신원마을5단지우림필유아파트,99.47,202406,14,"65,800",502,5,개인,개인,2013,신원로 55,-,중개거래,경기 고양시 덕양구,2024.8.30
108631,경기도 고양시 덕양구 신원동,661,0661,0000,삼송10단지동일스위트2차,76.1337,202406,14,"56,000",1005동,4,개인,개인,2018,신원1로 70,-,중개거래,경기 고양시 덕양구,2024.8.27
108632,경기도 고양시 일산서구 탄현동,1481,1481,0000,탄현마을(건영4),68.61,202406,14,"23,300",401,14,개인,개인,1994,홀트로 57,-,중개거래,경기 고양시 일산서구,2024.9.30
108633,경기도 고양시 일산서구 주엽동,29,0029,0000,문촌마을4단지삼익,130.38,202406,14,"73,500",403,3,개인,개인,1994,대산로 141,-,중개거래,경기 고양시일산서구,2024.7.19
108634,경기도 고양시 덕양구 지축동,848,0848,0000,지축역한림풀에버,72.936,202406,14,"74,000",107동,19,개인,법인,2020,오부자로 15,-,중개거래,"경기 고양시 덕양구, 경기 고양시 일산동구",2024.7.29
108635,경기도 고양시 덕양구 지축동,848,0848,0000,지축역한림풀에버,72.937,202406,14,"72,900",107동,20,개인,개인,2020,오부자로 15,-,중개거래,"경기 고양시 덕양구, 서울 은평구",2024.9.30
108636,경기도 고양시 일산동구 사리현동,466-1,0466,0001,현대그린,38.52,202406,14,"7,200",B,3,개인,개인,1989,성현로 508,-,중개거래,경기 고양시일산동구,2024.7.15
108637,경기도 고양시 일산동구 사리현동,466-1,0466,0001,현대그린,38.52,202406,14,"8,500",B,1,개인,개인,1989,성현로 508,-,중개거래,경기 고양시일산동구,2024.7.1
108638,경기도 하남시 망월동,1170,1170,0000,미사강변효성해링턴플레이스엔에이치에프,84.96,202406,14,"90,000",2911동,25,개인,개인,2017,미사강변한강로 326,-,중개거래,경기 하남시,2024.11.27
108639,경기도 용인시 처인구 유방동,1007-50,1007,0050,인정프린스2,84.87,202406,14,"28,500",2002,9,개인,개인,1995,경안천로 378,-,직거래,-,2024.7.10
108640,경기도 하남시 망월동,1162,1162,0000,미사강변 골든 센트로,59.96,202406,14,"80,500",2805,20,개인,개인,2014,미사강변동로 50,-,중개거래,"경기 성남시 중원구, 경기 하남시",2024.9.27
108641,경기도 하남시 망월동,1062,1062,0000,미사강변 하우스디 더 레이크,74.86,202406,14,"81,000",1906동,4,개인,개인,2016,미사강변대로 135,-,중개거래,"경기 남양주시, 경기 하남시",2024.9.6
108642,경기도 하남시 망월동,1162,1162,0000,미사강변 골든 센트로,59.96,202406,14,"79,500",2813,13,개인,개인,2014,미사강변동로 50,-,중개거래,경기 하남시,2024.8.29
108643,경기도 하남시 풍산동,630,0630,0000,하남힐즈파크푸르지오1단지,59.8444,202406,14,"65,000",106동,2,개인,개인,2020,세미로1길 10,-,중개거래,경기 하남시,2024.8.23
108644,경기도 의왕시 내손동,844,0844,0000,인덕원 센트럴 자이 2단지,84.982,202406,14,"92,700",204,25,개인,개인,2009,내손로 14,-,중개거래,경기 의왕시,2024.11.15
108645,경기도 용인시 처인구 삼가동,117,0117,0000,풍림,59.97,202406,14,"24,000",104,17,개인,개인,1998,삼가로 28,-,중개거래,경기 용인시 처인구,2024.8.30
108646,경기도 용인시 기흥구 상갈동,463,0463,0000,금화마을4단지주공그린빌,84.43,202406,14,"48,700",407,4,개인,개인,2001,금화로58번길 10,-,중개거래,"경기 용인시 기흥구, 경기 용인시 수지구",2024.8.28
108647,경기도 용인시 처인구 삼가동,265,0265,0000,진우,59.96,202406,14,"22,500",103,7,개인,개인,1999,중부대로 1144,-,중개거래,경기 용인시 처인구,2024.9.23
108648,경기도 군포시 금정동,849,0849,0000,주공(1단지),74.91,202406,14,"48,500",114,2,개인,개인,1992,산본로 296,-,중개거래,경기 군포시,2024.9.23
108649,경기도 군포시 금정동,849,0849,0000,주공(1단지),58.65,202406,14,"37,600",102,13,개인,개인,1992,산본로 296,-,중개거래,경기 군포시,2024.9.27
108650,경기도 군포시 금정동,872,0872,0000,충무주공(872),44.06,202406,14,"31,000",222,9,개인,개인,1993,산본로 299,-,중개거래,경기 군포시,2024.8.19
108651,경기도 하남시 감이동,535,0535,0000,감일센트레빌,59.89,202406,14,"80,000",1402동,9,개인,개인,2020,감일백제로 35,-,중개거래,경기 하남시,2024.6.28
108652,경기도 용인시 처인구 삼가동,564,0564,0000,용인행정타운두산위브3단지,84.74,202406,14,"46,500",306,7,개인,개인,2013,지삼로590번길 29,-,중개거래,경기 용인시처인구,2024.7.31
108653,경기도 하남시 감이동,501,0501,0000,e편한세상감일,77.9856,202406,14,"100,500",103동,4,개인,개인,2021,감일중앙로 20,-,중개거래,경기 하남시,2024.9.30
108654,경기도 하남시 망월동,938,0938,0000,미사강변트래지안,51.67,202406,14,"61,000",1602동,3,개인,개인,2015,미사강변북로 130,-,중개거래,경기 하남시,2024.9.4
108655,경기도 용인시 처인구 삼가동,537,0537,0000,우남퍼스트빌,84.8028,202406,14,"37,000",107,9,개인,개인,2003,금학로 91,-,중개거래,경기 용인시처인구,2024.7.31
108656,경기도 용인시 처인구 역북동,721-1,0721,0001,신성,59.99,202406,14,"31,000",102,9,개인,개인,1998,명지로 15-5,-,중개거래,경기 용인시처인구,2024.8.7
108657,경기도 용인시 처인구 역북동,809,0809,0000,역북지웰푸르지오,84.9884,202406,14,"58,000",111동,6,개인,개인,2017,명지로40번길 35-16,-,중개거래,경기 용인시 처인구,2024.9.24
108658,경기도 용인시 처인구 역북동,736,0736,0000,우미린센트럴파크,84.9882,202406,14,"59,000",102동,5,개인,개인,2017,명지로16번길 25,-,중개거래,경기 용인시 처인구,2024.9.20
108659,경기도 하남시 망월동,1162,1162,0000,미사강변 골든 센트로,59.96,202406,14,"80,500",-,20,개인,개인,2014,미사강변동로 50,20240709,중개거래,"경기 성남시중원구, 경기 하남시",-
108660,경기도 용인시 기흥구 보라동,564,0564,0000,보라마을현대모닝사이드,137.117,202406,14,"50,000",108,9,개인,개인,2003,용구대로 1842,-,직거래,-,2024.6.14
108661,경기도 용인시 처인구 남사읍 완장리,954,0954,0000,e편한세상용인한숲시티6단지,84.658,202406,14,"43,000",614동,10,개인,개인,2018,한숲로 84,-,중개거래,경기 용인시 처인구,2024.9.30
108662,경기도 하남시 망월동,1162,1162,0000,미사강변 골든 센트로,84.77,202406,14,"97,000",2809,11,개인,개인,2014,미사강변동로 50,-,중개거래,경기 하남시,2024.7.5
108663,경기도 하남시 망월동,1050,1050,0000,미사강변 센텀팰리스,84.86,202406,14,"89,000",1809동,4,개인,개인,2016,미사강변서로 127,-,중개거래,경기 하남시,2024.6.25
108664,경기도 용인시 기흥구 구갈동,663,0663,0000,기흥역파크푸르지오,84.984,202406,14,"75,000",301동,38,개인,개인,2018,기흥역로58번길 56,-,중개거래,경기 용인시 기흥구,2024.8.28
108665,경기도 용인시 기흥구 구갈동,663,0663,0000,기흥역파크푸르지오,73.476,202406,14,"68,000",305동,15,개인,개인,2018,기흥역로58번길 56,-,중개거래,경기 용인시 기흥구,2024.8.28
108666,경기도 하남시 신장동,593,0593,0000,하남유시티대명루첸리버파크,74.34,202406,14,"73,900",106동,1,개인,개인,2018,하남유니온로 30,-,중개거래,서울 강남구,2024.7.25
108667,경기도 하남시 망월동,1162,1162,0000,미사강변 골든 센트로,59.96,202406,14,"97,000",-,10,개인,개인,2014,미사강변동로 50,20240618,중개거래,경기 하남시,-
108668,경기도 하남시 덕풍동,537-1,0537,0001,덕풍쌍용,84.97,202406,14,"55,000",101,14,개인,개인,1998,역말로15번길 35,-,중개거래,경기 하남시,2024.8.14
108669,경기도 군포시 대야미동,654-14,0654,0014,건양1차,59.97,202406,14,"32,000",-,7,개인,개인,1997,대야1로22번길 8-1,-,중개거래,경기 군포시,2024.11.5
108670,경기도 의왕시 포일동,638,0638,0000,위브호수마을1단지,84.97,202406,14,"77,800",103,4,개인,개인,2009,평의길 48,-,중개거래,경기 의왕시,2024.10.14
108671,경기도 군포시 도마교동,458,0458,0000,금강펜테리움센트럴파크2차,76.34,202406,14,"56,000",203동,4,개인,개인,2018,송부로49번길 16,-,중개거래,경기 군포시,2024.10.10
108672,경기도 의왕시 학의동,1122,1122,0000,의왕백운 해링턴 플레이스 5단지,114.9717,202406,14,"107,000",503동,9,개인,개인,2019,백운중앙로 88,-,중개거래,경기 의왕시,2024.8.14
108673,경기도 용인시 기흥구 신갈동,681,0681,0000,녹원마을새천년그린빌(1),51.97,202406,14,"44,500",-,9,개인,개인,2006,새천년로 13,20240617,중개거래,"경기 용인시기흥구, 경기 용인시처인구",-
108674,경기도 용인시 기흥구 신갈동,681,0681,0000,녹원마을새천년그린빌(1),51.97,202406,14,"44,500",105,9,개인,개인,2006,새천년로 13,-,중개거래,"경기 용인시 기흥구, 경기 용인시 처인구",2024.9.30
108675,경기도 의왕시 오전동,849,0849,0000,동백,84.94,202406,14,"49,500",106,9,개인,개인,1995,오전로 150,-,중개거래,경기 의왕시,2024.9.23
108676,경기도 안산시 단원구 선부동,1069,1069,0000,군자주공10,46.65,202406,14,"35,000",1013,2,개인,개인,1989,석수로 6,-,중개거래,경기 안산시단원구,2024.7.12
108677,경기도 안산시 단원구 선부동,1082,1082,0000,동명벽산블루밍,59.98,202406,14,"40,800",107,5,개인,개인,2010,선부광장북로 36,-,중개거래,경기 안산시 단원구,2024.8.20
108678,경기도 안산시 단원구 고잔동,714,0714,0000,단원마을금강펜테리움,62.82,202406,14,"52,000",105,12,개인,개인,2002,광덕서로 43,-,중개거래,경기 안산시 단원구,2024.8.20
108679,경기도 안산시 단원구 고잔동,714,0714,0000,단원마을금강펜테리움,68.867,202406,14,"49,300",107,6,개인,개인,2002,광덕서로 43,-,중개거래,경기 안산시 단원구,2024.8.9
108680,경기도 안산시 단원구 고잔동,767,0767,0000,네오빌6단지,75.51,202406,14,"45,000",602,15,개인,개인,2000,광덕동로 78,-,중개거래,"경기 안산시단원구, 경기 안산시상록구",2024.7.29
108681,경기도 안산시 단원구 고잔동,672,0672,0000,주공(9단지),61.52,202406,14,"29,000",908,3,개인,개인,1986,당곡2로 30,-,직거래,-,2024.7.5
108682,경기도 안산시 단원구 초지동,803,0803,0000,초지역메이저타운푸르지오메트로단지,59.9333,202406,14,"62,500",104,18,개인,개인,2019,화랑로 170,-,중개거래,경기 안산시단원구,2024.7.12
108683,경기도 안산시 단원구 초지동,803,0803,0000,초지역메이저타운푸르지오메트로단지,59.9333,202406,14,"63,000",108,34,개인,개인,2019,화랑로 170,-,중개거래,경기 안산시단원구,2024.6.21
